objectid,system_id,format,title,item_type,author,primary_investigator,supervisor,all_people,date,date-range,department,college,desciprition,amount,status,sponsor,prime,notes,abstract,subject,language,format_description,identifier,degree,publisher,permalink,proposal,due_date,direct,indirect,oh_rate,start_date,end_date,approval,action
ikdb136,CP71164306580001451,record,Marine shell utilization in the Plateau culture area,Thesis,Kevin Erickson,,,Kevin Erickson ; ,1983,,,, | Includes bibliographical references (leaves 109-120).,,,,,Includes bibliographical references (leaves 109-120).,,"Indians of North America -- Northwest, Pacific -- Antiquities; Kitchen-middens -- Northwest, Pacific; Excavations (Archaeology) -- Northwest, Pacific; Mollusks -- Northwest, Pacific; Northwest, Pacific -- Antiquities",eng,"vii, 123 leaves : illustrations, maps ; 28 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71164306580001451,,,,,,,,,
ikdb137,CP71173949580001451,record,Negotiating self : a Fanonian reading of Louise Erdrich's Tracks and the beet queen,Thesis,Sharee Paull,,,Sharee Paull ; ,1996,,,, | Includes bibliographical references (leaves 71-73).,,,,,Includes bibliographical references (leaves 71-73).,,"Erdrich, Louise. Tracks; Erdrich, Louise. Beet queen; Indians in literature; Colonization in literature",eng,"v, 73 leaves : illustrations ; 29 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71173949580001451,,,,,,,,,
ikdb138,CP71111085810001451,record,"""A disgrace to the cause they represent"" : the disputes of Kate and Sue McBeth, missionary teachers to the Nez Perce",Thesis,Rosemary Huskey,,,Rosemary Huskey ; ,2000,,,, | Includes bibliographical references (leaves 82-85).,,,,,Includes bibliographical references (leaves 82-85).,,"McBeth, Sue L., -1893; McBeth, Kate C., 1832-1915; Women missionaries -- Idaho -- Kamiah; Missionaries -- Idaho -- Kamiah; Presbyterian Church -- Missions -- Idaho -- Kamiah; Nez Percé Indians -- Missions; Indians of North America -- Missions -- Idaho -- Kamiah",eng,"ix, 142 leaves : illustrations, map ; 29 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71111085810001451,,,,,,,,,
ikdb139,CP71144452580001451,record,"Survivors of assimilation : Gertrude Simmons Bonnin, Charles Alexander Eastman, and Luther Standing Bear",Thesis,Jennifer Minke,,,Jennifer Minke ; ,2001,,,, | Includes bibliographical references (leaves 89-96).,,,,,Includes bibliographical references (leaves 89-96).,,"Zitkala-S̈a, 1876-1938; Eastman, Charles A., 1858-1939; Standing Bear, Luther, 1868?-1939; Off-reservation boarding schools -- United States -- History; Indians of North America -- Ethnic identity; Dakota Indians -- Biography",eng,"iv, 96 leaves ; 29 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71144452580001451,,,,,,,,,
ikdb140,CP71133481530001451,record,James Welch's The death of Jim Loney : a postcolonial interpretation with ethnographics background,Thesis,James Mayo,,,James Mayo ; ,1999,,,, | Includes bibliographical references (leaves 56-59).,,,,,Includes bibliographical references (leaves 56-59).,,"Welch, James, 1940-2003. Death of Jim Loney -- Criticism and interpretation; Indians in literature",eng,"vi, 59 leaves ; 29 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71133481530001451,,,,,,,,,
ikdb141,CP7194630600001451,record,Using multi-return lidar data to measure forest and stand characteristics in mixed coniferous forests of north central Idaho,Thesis,Tamara A. Conner,,,Tamara A. Conner ; ,2003,,,, | Includes bibliographical references (leaves 58-59).,,,,,Includes bibliographical references (leaves 58-59).,,Forest surveys -- Remote sensing; Forest surveys -- Idaho -- Nez Percé Indian Reservation; Radar in forestry; Forests and forestry -- Remote sensing; Optical radar,eng,"ix, 63 leaves : illustrations ; 29 cm",,M.S.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP7194630600001451,,,,,,,,,
ikdb142,CP71136962540001451,record,Results of archaeological excavations at Looking Glass' village (Kam'-nak-ka) and a cultural resource summary,Thesis,Leah K. Evans-Janke,,,Leah K. Evans-Janke ; ,1998,,,, | Includes bibliographical references.,,,,,Includes bibliographical references.,,Dworshak-Kooskia National Fish Hatchery Complex; Nez Percé Indians -- Antiquities; Antiquities -- Collection and preservation; Archaeology -- Methodology; Idaho -- Antiquities,eng,"xii, 153 leaves : illustrations (some color), maps ; 29 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71136962540001451,,,,,,,,,
ikdb143,CP7194843890001451,record,"The applicability of phytolith analysis to the Columbia Plateau : the Cottonwood-Divide Creek Site, a test model",Thesis,Kendall Eccleston,,,Kendall Eccleston ; ,1999,,,, | Includes bibliographical references (leaves 272-281).,,,,,Includes bibliographical references (leaves 272-281).,,Phytoliths -- Columbia Plateau; Paleoethnobotany -- Columbia Plateau; Nez Percé Indians -- Antiquities; Cottonwood-Divide Creek Site (Idaho),eng,"xvi, 281 leaves : illustrations, maps ; 29 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP7194843890001451,,,,,,,,,
ikdb144,CP71162530260001451,record,"Prehistoric use of eleven lava tube caves on the eastern Snake River Plain, Idaho",Thesis,Julie-anna Rodman,,,Julie-anna Rodman ; ,2006,,,, | Includes bibliographical references (leaves 95-101).,,,,,Includes bibliographical references (leaves 95-101).,,Lava tubes -- Snake River Plain (Idaho and Or.); Archaeology -- Snake River Plain (Idaho and Or.); Indians of North America -- Snake River Plain (Idaho and Or.); Excavations (Archaeology) -- Snake River Plain (Idaho and Or.); Snake River Plain (Idaho and Or.) -- Antiquities,eng,"viii, 101 leaves : illustrations, maps ; 29 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71162530260001451,,,,,,,,,
ikdb145,CP71124915960001451,record,An examination of three upland archaeological sites in the Clearwater River region,Thesis,Jason W. Lyon,,,Jason W. Lyon ; ,2000,,,, | Includes bibliographical references (leaves 100-108).,,,,,Includes bibliographical references (leaves 100-108).,,Excavations (Archaeology) -- Idaho -- Clearwater River Watershed; Excavations (Archaeology) -- Idaho -- Craig Mountain; Nez Percé Indians -- Antiquities; Clearwater River Watershed -- Antiquities,eng,"x, 108 leaves : illustrations, color maps ; 29 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71124915960001451,,,,,,,,,
ikdb146,CP71128437570001451,record,"Artifact and activity diversity in the riverine environment of the Snake River Birds of Prey National Conservation Area, southwestern Idaho",Thesis,Brian P. McCabe,,,Brian P. McCabe ; ,1998,,,, | Includes bibliographical references (leaves 107-117).,,,,,Includes bibliographical references (leaves 107-117).,,Excavations (Archaeology) -- Idaho -- Morley Nelson Snake River Birds of Prey National Conservation Area; Indians of North America -- Idaho -- Morley Nelson Snake River Birds of Prey National Conservation Area -- Antiquities; Morley Nelson Snake River Birds of Prey National Conservation Area (Idaho) -- Antiquities,eng,"x, 117 leaves : illustrations, map ; 29 cm",,M.S.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71128437570001451,,,,,,,,,
